message,label
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 22382 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Transfer 16814 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 23005 to the vendor account today,1
Reminder about the project planning meeting,0
Hi finance team please urgently wire 39699 to the vendor account today,1
Please transfer 11974 to the updated vendor account,1
This is the CEO. Process a transfer of 3435 immediately,1
Team lunch scheduled for Friday afternoon,0
Please transfer 30062 to the updated vendor account,1
Hi finance team please urgently wire 22105 to the vendor account today,1
Hi finance team please urgently wire 8349 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Hi finance team please urgently wire 40209 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 39314 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 8735 immediately,1
Reminder about the project planning meeting,0
Please update vendor bank details and send 8674,1
Please update vendor bank details and send 20698,1
Please transfer 7303 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 21924 to the supplier today,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 7434 immediately,1
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Invoice attached for last month's services,0
I need an urgent payment of 7671 sent today,1
Please confirm receipt of this message,0
Please update vendor bank details and send 36515,1
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 25475,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 27434 immediately,1
Hi finance team please urgently wire 6695 to the vendor account today,1
Invoice attached for last month's services,0
Please update vendor bank details and send 31931,1
Confidential request: wire 1990 to the supplier today,1
Please review the attached document,0
I need an urgent payment of 43208 sent today,1
I need an urgent payment of 1753 sent today,1
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Invoice attached for last month's services,0
Kindly wire 7293 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 25275 immediately,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Please review the attached document,0
Transfer 28434 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Please transfer 2403 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Transfer 8946 ASAP and confirm once completed,1
Please review the attached document,0
Confidential request: wire 22670 to the supplier today,1
Hi finance team please urgently wire 19373 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Kindly wire 3415 immediately I am currently in a meeting,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Transfer 7975 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Please transfer 20411 to the updated vendor account,1
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 36629 immediately,1
This is the CEO. Process a transfer of 14299 immediately,1
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 48213 immediately,1
Reminder about the project planning meeting,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please review the attached document,0
Hi finance team please urgently wire 7095 to the vendor account today,1
Please update vendor bank details and send 20083,1
Kindly wire 9922 immediately I am currently in a meeting,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Please update vendor bank details and send 18554,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 36005 to the vendor account today,1
Transfer 45531 ASAP and confirm once completed,1
Please transfer 4604 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Please transfer 17650 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 36996 to the vendor account today,1
Transfer 46641 ASAP and confirm once completed,1
Transfer 24010 ASAP and confirm once completed,1
Confidential request: wire 21334 to the supplier today,1
Reminder about the project planning meeting,0
Please update vendor bank details and send 13401,1
This is the CEO. Process a transfer of 48301 immediately,1
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Transfer 12731 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 2241 immediately,1
Please transfer 7037 to the updated vendor account,1
Please transfer 12385 to the updated vendor account,1
I need an urgent payment of 24885 sent today,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Transfer 10764 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Confidential request: wire 29650 to the supplier today,1
Invoice attached for last month's services,0
Confidential request: wire 48062 to the supplier today,1
Please review the attached document,0
Please transfer 36938 to the updated vendor account,1
Transfer 43765 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 33340 to the vendor account today,1
Transfer 13855 ASAP and confirm once completed,1
Kindly wire 18155 immediately I am currently in a meeting,1
Confidential request: wire 3197 to the supplier today,1
Kindly wire 47106 immediately I am currently in a meeting,1
Transfer 39464 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 36458,1
